state,county,"2020","2021","2022","2023"
 South Dakota,Hanson County,"3,463","3,510","3,479","3,471"
 South Dakota,Harding County,"1,308","1,325","1,339","1,324"
 South Dakota,Hughes County,"17,740","17,760","17,681","17,624"
 South Dakota,Hutchinson County,"7,426","7,377","7,351","7,394"
 South Dakota,Hyde County,"1,250","1,230","1,199","1,186"
 South Dakota,Jackson County,"2,799","2,864","2,832","2,776"
 South Dakota,Jerauld County,"1,648","1,645","1,662","1,660"
 South Dakota,Jones County,926,879,875,855
 South Dakota,Kingsbury County,"5,199","5,201","5,279","5,276"
 South Dakota,Lake County,"11,017","10,864","10,940","11,031"
 South Dakota,Lawrence County,"25,844","26,162","27,240","28,053"
 South Dakota,Lincoln County,"65,648","67,992","71,024","73,238"
 South Dakota,Lyman County,"3,704","3,763","3,705","3,705"
 South Dakota,McCook County,"5,670","5,718","5,768","5,809"
 South Dakota,McPherson County,"2,402","2,416","2,396","2,334"
 South Dakota,Marshall County,"4,308","4,324","4,363","4,390"
 South Dakota,Meade County,"29,899","30,289","30,702","30,954"
 South Dakota,Mellette County,"1,920","1,898","1,873","1,851"
 South Dakota,Miner County,"2,304","2,311","2,285","2,280"
 South Dakota,Minnehaha County,"197,695","199,904","203,845","206,930"
 South Dakota,Moody County,"6,335","6,305","6,382","6,450"
 South Dakota,Oglala Lakota County,"13,648","13,559","13,508","13,434"
 South Dakota,Pennington County,"109,566","111,886","114,306","115,903"
 South Dakota,Perkins County,"2,842","2,825","2,809","2,834"
 South Dakota,Potter County,"2,473","2,471","2,446","2,413"
 South Dakota,Roberts County,"10,250","10,172","10,139","10,206"
 South Dakota,Sanborn County,"2,326","2,373","2,403","2,399"
 South Dakota,Spink County,"6,340","6,261","6,228","6,166"
 South Dakota,Stanley County,"2,971","3,035","3,017","3,043"
 South Dakota,Sully County,"1,451","1,471","1,482","1,494"
 South Dakota,Todd County,"9,323","9,301","9,233","9,199"
 South Dakota,Tripp County,"5,611","5,580","5,579","5,621"
 South Dakota,Turner County,"8,675","8,679","8,888","9,027"
 South Dakota,Union County,"16,860","16,876","17,063","17,183"
 South Dakota,Walworth County,"5,294","5,260","5,286","5,269"
 South Dakota,Yankton County,"23,286","23,353","23,412","23,517"
 South Dakota,Ziebach County,"2,395","2,385","2,394","2,322"
 Tennessee,Anderson County,"77,320","77,615","78,929","80,234"
 Tennessee,Bedford County,"50,385","51,184","51,964","53,055"
 Tennessee,Benton County,"15,855","15,837","15,994","16,103"
 Tennessee,Bledsoe County,"14,956","14,837","14,824","15,060"
 Tennessee,Blount County,"135,657","137,611","139,810","141,456"
 Tennessee,Bradley County,"108,828","109,755","110,539","111,579"
 Tennessee,Campbell County,"39,301","39,455","39,564","40,223"
 Tennessee,Cannon County,"14,565","14,537","14,807","15,063"
 Tennessee,Carroll County,"28,434","28,295","28,418","28,860"
 Tennessee,Carter County,"56,371","56,080","56,485","57,022"
 Tennessee,Cheatham County,"41,131","41,498","41,764","42,254"
 Tennessee,Chester County,"17,375","17,465","17,558","17,606"
 Tennessee,Claiborne County,"32,072","32,061","32,357","32,654"
 Tennessee,Clay County,"7,588","7,586","7,656","7,714"
 Tennessee,Cocke County,"36,045","36,364","36,849","37,404"
 Tennessee,Coffee County,"58,139","58,983","59,779","60,633"
 Tennessee,Crockett County,"13,908","13,990","13,862","13,982"
 Tennessee,Cumberland County,"61,379","62,391","63,482","64,760"
 Tennessee,Davidson County,"716,059","700,860","707,351","712,334"
 Tennessee,Decatur County,"11,433","11,402","11,549","11,656"
 Tennessee,DeKalb County,"20,189","20,500","21,002","21,225"
 Tennessee,Dickson County,"54,440","55,174","55,727","56,729"
 Tennessee,Dyer County,"36,716","36,609","36,440","36,498"
 Tennessee,Fayette County,"41,870","42,616","43,338","44,175"
 Tennessee,Fentress County,"18,533","18,835","19,335","19,696"
 Tennessee,Franklin County,"42,845","43,196","44,119","44,654"
 Tennessee,Gibson County,"50,444","50,468","50,826","51,045"
 Tennessee,Giles County,"30,340","30,401","30,540","30,721"
 Tennessee,Grainger County,"23,569","23,800","24,185","24,681"
 Tennessee,Greene County,"70,344","70,565","71,292","72,577"
 Tennessee,Grundy County,"13,543","13,587","13,779","13,955"
 Tennessee,Hamblen County,"64,542","64,360","65,167","66,216"
 Tennessee,Hamilton County,"367,251","369,005","374,602","379,864"
 Tennessee,Hancock County,"6,627","6,794","6,846","6,956"
 Tennessee,Hardeman County,"25,440","25,260","25,511","25,567"
 Tennessee,Hardin County,"26,804","26,871","27,065","27,229"
 Tennessee,Hawkins County,"56,721","57,202","57,903","58,600"
 Tennessee,Haywood County,"17,826","17,691","17,518","17,328"
 Tennessee,Henderson County,"27,824","27,906","27,907","28,070"
 Tennessee,Henry County,"32,149","32,246","32,382","32,554"
 Tennessee,Hickman County,"24,972","25,080","25,481","25,826"
 Tennessee,Houston County,"8,308","8,298","8,247","8,393"
 Tennessee,Humphreys County,"18,998","19,178","19,023","19,209"
 Tennessee,Jackson County,"11,633","11,771","12,015","12,363"
 Tennessee,Jefferson County,"54,916","55,547","56,660","57,838"
 Tennessee,Johnson County,"17,990","18,053","18,046","18,375"
 Tennessee,Knox County,"480,516","485,941","495,380","500,669"
 Tennessee,Lake County,"6,995","6,596","6,500","6,347"
 Tennessee,Lauderdale County,"25,123","24,878","24,741","24,610"
 Tennessee,Lawrence County,"44,181","44,768","45,502","46,114"
 Tennessee,Lewis County,"12,606","12,852","12,912","13,066"
 Tennessee,Lincoln County,"35,331","35,435","36,006","36,169"
 Tennessee,Loudon County,"55,129","56,785","58,244","60,591"
 Tennessee,McMinn County,"53,343","53,921","54,695","55,678"
 Tennessee,McNairy County,"25,857","25,846","25,993","26,163"
 Tennessee,Macon County,"25,267","25,673","26,214","26,793"
 Tennessee,Madison County,"98,832","98,557","99,172","99,193"
 Tennessee,Marion County,"28,870","28,919","29,050","29,382"
 Tennessee,Marshall County,"34,475","35,059","35,857","36,961"
 Tennessee,Maury County,"101,826","104,942","107,996","110,760"
 Tennessee,Meigs County,"12,808","13,019","13,258","13,691"
 Tennessee,Monroe County,"46,394","46,649","47,680","48,594"
 Tennessee,Montgomery County,"221,281","227,741","234,899","239,872"
 Tennessee,Moore County,"6,470","6,651","6,716","6,748"
 Tennessee,Morgan County,"21,042","21,107","21,207","21,573"
 Tennessee,Obion County,"30,775","30,459","30,374","30,411"
 Tennessee,Overton County,"22,590","22,831","22,993","23,327"
 Tennessee,Perry County,"8,381","8,493","8,705","8,891"
 Tennessee,Pickett County,"5,000","5,069","5,103","5,128"
 Tennessee,Polk County,"17,566","17,714","17,778","18,033"
 Tennessee,Putnam County,"80,071","81,250","82,470","83,844"
 Tennessee,Rhea County,"32,938","33,189","33,689","33,924"
 Tennessee,Roane County,"53,517","54,088","55,129","56,096"
 Tennessee,Robertson County,"72,953","74,031","75,398","76,776"
 Tennessee,Rutherford County,"343,298","351,194","360,682","367,101"
 Tennessee,Scott County,"21,876","21,891","21,999","22,171"
 Tennessee,Sequatchie County,"15,848","16,448","16,918","17,161"
 Tennessee,Sevier County,"98,562","99,435","98,806","99,415"
 Tennessee,Shelby County,"929,763","923,382","916,357","910,042"
 Tennessee,Smith County,"19,971","20,169","20,470","20,538"
 Tennessee,Stewart County,"13,706","13,808","13,994","14,222"
 Tennessee,Sullivan County,"158,246","159,212","160,862","162,135"
 Tennessee,Sumner County,"197,416","200,505","203,721","207,994"
 Tennessee,Tipton County,"61,042","61,059","61,650","62,015"
 Tennessee,Trousdale County,"11,635","11,605","12,077","12,271"
 Tennessee,Unicoi County,"17,886","17,631","17,591","17,756"
 Tennessee,Union County,"19,845","20,013","20,473","20,741"
 Tennessee,Van Buren County,"6,174","6,293","6,430","6,493"
 Tennessee,Warren County,"41,052","41,468","42,001","42,638"
 Tennessee,Washington County,"133,219","133,460","136,147","138,420"
 Tennessee,Wayne County,"16,222","16,329","16,266","16,066"
 Tennessee,Weakley County,"32,903","32,883","33,043","33,084"
 Tennessee,White County,"27,444","27,541","28,000","28,692"
 Tennessee,Williamson County,"249,552","256,065","260,738","264,460"
 Tennessee,Wilson County,"148,659","152,036","158,593","163,674"
 Texas,Anderson County,"57,930","58,302","57,227","57,736"
 Texas,Andrews County,"18,612","18,411","18,324","18,664"
 Texas,Angelina County,"86,388","86,730","87,124","87,319"
 Texas,Aransas County,"23,932","24,510","24,963","25,374"
 Texas,Archer County,"8,556","8,702","8,849","9,029"
 Texas,Armstrong County,"1,852","1,840","1,857","1,832"
 Texas,Atascosa County,"49,128","49,817","50,736","51,784"
 Texas,Austin County,"30,132","30,431","31,070","31,677"
 Texas,Bailey County,"6,866","6,803","6,803","6,672"
 Texas,Bandera County,"20,998","21,528","22,120","22,637"
 Texas,Bastrop County,"98,057","102,276","106,395","110,778"
 Texas,Baylor County,"3,463","3,458","3,462","3,463"
 Texas,Bee County,"31,038","30,836","30,992","30,850"
 Texas,Bell County,"372,258","380,399","387,454","393,193"
 Texas,Bexar County,"2,015,501","2,030,981","2,060,191","2,087,679"
 Texas,Blanco County,"11,449","11,882","12,411","13,048"
 Texas,Borden County,642,618,580,572
 Texas,Bosque County,"18,252","18,499","18,707","18,996"
 Texas,Bowie County,"92,923","92,282","91,712","91,687"
 Texas,Brazoria County,"373,493","379,121","388,234","398,938"
 Texas,Brazos County,"234,505","237,612","241,931","244,703"
 Texas,Brewster County,"9,560","9,473","9,344","9,513"
 Texas,Briscoe County,"1,419","1,400","1,439","1,445"
 Texas,Brooks County,"7,048","6,969","6,902","6,848"
 Texas,Brown County,"38,043","38,135","38,443","38,709"
 Texas,Burleson County,"17,682","18,109","18,690","19,475"
 Texas,Burnet County,"49,483","51,146","52,567","53,991"
 Texas,Caldwell County,"45,945","46,940","47,849","49,859"
 Texas,Calhoun County,"20,064","19,782","19,682","19,696"
 Texas,Callahan County,"13,747","14,098","14,247","14,374"
 Texas,Cameron County,"421,480","422,636","424,911","426,710"
 Texas,Camp County,"12,428","12,602","12,721","13,000"
 Texas,Carson County,"5,792","5,714","5,816","5,878"
 Texas,Cass County,"28,442","28,573","28,538","28,659"
 Texas,Castro County,"7,334","7,366","7,287","7,227"
 Texas,Chambers County,"47,019","48,727","51,309","53,876"
 Texas,Cherokee County,"50,493","51,150","51,432","52,217"
 Texas,Childress County,"6,661","6,787","6,841","6,788"
 Texas,Clay County,"10,257","10,311","10,499","10,738"
 Texas,Cochran County,"2,561","2,480","2,522","2,509"
 Texas,Coke County,"3,300","3,304","3,322","3,352"
 Texas,Coleman County,"7,688","7,722","7,822","7,842"
 Texas,Collin County,"1,075,736","1,114,661","1,158,995","1,195,359"
 Texas,Collingsworth County,"2,640","2,607","2,585","2,563"
 Texas,Colorado County,"20,563","20,642","20,832","21,117"
 Texas,Comal County,"163,659","174,977","184,749","193,928"
 Texas,Comanche County,"13,630","13,805","13,921","14,050"
 Texas,Concho County,"3,318","3,348","3,367","3,297"
 Texas,Cooke County,"41,748","42,398","43,048","43,782"
 Texas,Coryell County,"83,130","84,389","84,205","84,878"
 Texas,Cottle County,"1,365","1,355","1,317","1,294"
 Texas,Crane County,"4,675","4,636","4,551","4,574"
 Texas,Crockett County,"3,093","3,013","2,960","2,858"
 Texas,Crosby County,"5,098","5,085","4,992","4,917"
 Texas,Culberson County,"2,186","2,182","2,163","2,196"
 Texas,Dallam County,"7,127","7,175","7,235","7,237"
 Texas,Dallas County,"2,610,112","2,588,235","2,601,993","2,606,358"
 Texas,Dawson County,"12,474","12,367","12,176","12,004"
 Texas,Deaf Smith County,"18,526","18,379","18,399","18,347"
 Texas,Delta County,"5,228","5,344","5,413","5,520"
 Texas,Denton County,"914,398","943,883","977,760","1,007,703"
 Texas,DeWitt County,"19,833","19,949","19,754","19,929"
 Texas,Dickens County,"1,758","1,734","1,736","1,711"
 Texas,Dimmit County,"8,579","8,479","8,360","8,257"
 Texas,Donley County,"3,279","3,361","3,289","3,214"
 Texas,Duval County,"9,810","9,998","9,706","9,604"
 Texas,Eastland County,"17,766","17,826","17,893","18,037"
 Texas,Ector County,"165,490","160,758","161,057","164,494"
 Texas,Edwards County,"1,420","1,429","1,428","1,393"
 Texas,Ellis County,"194,317","203,187","212,323","222,829"
 Texas,El Paso County,"866,606","867,499","867,239","869,880"
 Texas,Erath County,"42,719","43,381","43,837","44,195"
 Texas,Falls County,"16,960","17,113","16,956","17,286"
 Texas,Fannin County,"35,801","36,723","37,075","37,571"
 Texas,Fayette County,"24,471","24,690","24,934","25,474"
 Texas,Fisher County,"3,678","3,675","3,626","3,612"
 Texas,Floyd County,"5,370","5,292","5,239","5,090"
 Texas,Foard County,"1,088","1,056","1,063","1,079"
 Texas,Fort Bend County,"829,109","860,305","888,919","916,778"
 Texas,Franklin County,"10,369","10,497","10,665","10,735"
 Texas,Freestone County,"19,440","19,788","20,032","20,441"
 Texas,Frio County,"18,412","17,543","17,716","17,987"
 Texas,Gaines County,"21,699","21,878","22,140","22,523"
 Texas,Galveston County,"351,590","355,560","357,387","361,744"
 Texas,Garza County,"5,817","6,269","4,498","4,517"
 Texas,Gillespie County,"26,748","27,293","27,501","27,733"
 Texas,Glasscock County,"1,115","1,136","1,139","1,141"
 Texas,Goliad County,"7,020","7,133","7,120","7,144"
 Texas,Gonzales County,"19,681","19,636","19,816","19,930"
 Texas,Gray County,"21,199","21,128","20,980","20,916"
 Texas,Grayson County,"136,099","139,563","143,198","146,907"
 Texas,Gregg County,"124,251","124,130","125,559","126,243"
 Texas,Grimes County,"29,440","30,145","31,170","32,384"
 Texas,Guadalupe County,"173,697","177,301","182,702","188,454"
 Texas,Hale County,"32,465","32,208","31,966","31,761"
 Texas,Hall County,"2,795","2,842","2,818","2,818"
 Texas,Hamilton County,"8,248","8,230","8,313","8,619"
 Texas,Hansford County,"5,252","5,120","5,111","5,071"
 Texas,Hardeman County,"3,558","3,546","3,525","3,490"
 Texas,Hardin County,"56,350","57,133","57,840","58,261"
 Texas,Harris County,"4,734,792","4,735,517","4,781,337","4,835,125"
 Texas,Harrison County,"68,801","69,527","70,038","70,895"
 Texas,Hartley County,"5,349","5,393","5,228","5,145"
 Texas,Haskell County,"5,433","5,375","5,376","5,385"
 Texas,Hays County,"243,968","255,955","269,103","280,486"
 Texas,Hemphill County,"3,365","3,324","3,225","3,189"
 Texas,Henderson County,"82,403","83,653","84,490","86,158"
 Texas,Hidalgo County,"872,856","879,865","888,286","898,471"
 Texas,Hill County,"35,964","36,378","37,266","38,101"
 Texas,Hockley County,"21,504","21,265","21,278","21,460"
 Texas,Hood County,"62,057","64,293","66,394","67,774"
 Texas,Hopkins County,"36,827","37,210","37,793","38,172"
 Texas,Houston County,"22,062","21,962","21,943","22,066"
 Texas,Howard County,"34,816","34,365","30,732","30,554"
 Texas,Hudspeth County,"3,196","3,275","3,416","3,451"
 Texas,Hunt County,"100,254","103,591","108,438","113,347"
 Texas,Hutchinson County,"20,569","20,438","20,222","20,033"
 Texas,Irion County,"1,510","1,534","1,534","1,549"
 Texas,Jack County,"8,487","8,550","8,764","8,875"
 Texas,Jackson County,"14,997","15,118","15,183","15,221"
 Texas,Jasper County,"32,919","32,552","32,495","32,694"
 Texas,Jeff Davis County,"1,984","1,959","1,906","1,856"
 Texas,Jefferson County,"256,133","253,727","251,601","251,496"
 Texas,Jim Hogg County,"4,846","4,790","4,774","4,720"
 Texas,Jim Wells County,"38,879","38,893","38,729","38,662"
 Texas,Johnson County,"180,964","187,511","195,496","202,906"
 Texas,Jones County,"19,682","19,811","20,271","20,381"
 Texas,Karnes County,"14,760","14,732","14,945","15,018"
 Texas,Kaufman County,"147,140","158,313","172,611","185,690"
 Texas,Kendall County,"44,539","46,861","49,019","50,537"
 Texas,Kenedy County,348,339,354,343
 Texas,Kent County,763,748,744,734
 Texas,Kerr County,"52,693","53,175","53,784","53,915"
 Texas,Kimble County,"4,293","4,348","4,420","4,442"
 Texas,King County,267,256,234,217
 Texas,Kinney County,"3,126","3,122","3,131","3,148"
 Texas,Kleberg County,"30,986","30,625","30,376","30,069"
 Texas,Knox County,"3,347","3,318","3,284","3,302"
 Texas,Lamar County,"50,131","50,349","50,515","51,127"
 Texas,Lamb County,"13,011","12,909","12,786","12,711"
 Texas,Lampasas County,"21,705","22,224","22,790","23,262"
 Texas,La Salle County,"6,663","6,708","6,556","6,537"
 Texas,Lavaca County,"20,354","20,538","20,653","20,571"
 Texas,Lee County,"17,506","17,679","17,971","18,240"
 Texas,Leon County,"15,732","16,009","16,220","16,538"
 Texas,Liberty County,"92,479","97,488","102,462","108,272"
 Texas,Limestone County,"22,144","22,060","22,164","22,250"
 Texas,Lipscomb County,"3,031","2,895","2,846","2,906"
 Texas,Live Oak County,"11,349","11,386","11,541","11,584"
 Texas,Llano County,"21,290","22,056","22,623","22,875"
 Texas,Loving County,65,54,44,43
 Texas,Lubbock County,"311,578","314,642","317,761","320,940"
 Texas,Lynn County,"5,609","5,645","5,738","5,761"
 Texas,McCulloch County,"7,588","7,522","7,468","7,452"
 Texas,McLennan County,"261,193","263,721","266,162","268,583"
 Texas,McMullen County,597,592,569,568
 Texas,Madison County,"13,461","13,512","13,641","13,742"
 Texas,Marion County,"9,752","9,620","9,550","9,571"
 Texas,Martin County,"5,252","5,214","5,228","5,216"
 Texas,Mason County,"3,968","3,929","3,978","3,931"
 Texas,Matagorda County,"36,287","36,339","36,122","36,359"
 Texas,Maverick County,"57,875","57,683","57,628","57,762"
 Texas,Medina County,"50,952","52,328","53,657","54,797"
 Texas,Menard County,"1,960","1,968","1,979","1,958"
 Texas,Midland County,"170,362","168,257","172,019","177,108"
 Texas,Milam County,"24,774","25,212","25,622","25,951"
 Texas,Mills County,"4,446","4,489","4,498","4,548"
 Texas,Mitchell County,"9,009","9,042","8,938","9,075"
 Texas,Montague County,"19,999","20,437","21,079","21,598"
 Texas,Montgomery County,"625,291","650,755","679,554","711,354"
 Texas,Moore County,"21,264","21,136","21,094","21,190"
 Texas,Morris County,"11,976","12,007","12,052","12,066"
 Texas,Motley County,"1,061","1,071","1,034","1,020"
 Texas,Nacogdoches County,"64,616","64,778","64,994","65,375"
 Texas,Navarro County,"52,838","53,637","54,687","55,635"
 Texas,Newton County,"12,158","12,212","12,041","12,039"
 Texas,Nolan County,"14,721","14,605","14,460","14,306"
 Texas,Nueces County,"353,398","353,292","351,590","352,289"
 Texas,Ochiltree County,"9,955","9,768","9,692","9,704"
 Texas,Oldham County,"1,763","1,734","1,761","1,783"
 Texas,Orange County,"84,754","84,666","85,048","85,722"
 Texas,Palo Pinto County,"28,452","28,742","29,322","29,747"
 Texas,Panola County,"22,499","22,556","22,742","22,838"
 Texas,Parker County,"149,552","157,088","165,938","173,494"
 Texas,Parmer County,"9,854","9,784","9,649","9,617"
 Texas,Pecos County,"15,187","15,117","14,711","14,623"
 Texas,Polk County,"50,503","51,877","53,256","54,186"
 Texas,Potter County,"118,275","116,461","114,911","114,647"
 Texas,Presidio County,"6,108","6,113","5,954","5,795"
 Texas,Rains County,"12,175","12,463","12,836","12,986"
 Texas,Randall County,"141,347","144,055","146,244","148,255"
 Texas,Reagan County,"3,380","3,222","3,121","3,141"
 Texas,Real County,"2,751","2,817","2,832","2,854"
 Texas,Red River County,"11,561","11,561","11,605","11,678"
 Texas,Reeves County,"14,768","12,981","11,692","11,770"
 Texas,Refugio County,"6,748","6,704","6,638","6,666"
 Texas,Roberts County,822,801,812,840
 Texas,Robertson County,"16,766","16,946","17,130","17,267"
 Texas,Rockwall County,"109,158","116,612","123,342","131,307"
 Texas,Runnels County,"9,919","9,892","9,884","9,868"
 Texas,Rusk County,"52,252","52,695","52,524","53,079"
 Texas,Sabine County,"9,892","10,013","10,041","10,106"
 Texas,San Augustine County,"7,921","7,905","7,860","7,833"
 Texas,San Jacinto County,"27,533","27,811","28,340","28,936"
 Texas,San Patricio County,"68,841","69,767","70,087","70,660"
 Texas,San Saba County,"5,727","5,829","5,880","5,845"
 Texas,Schleicher County,"2,439","2,438","2,359","2,391"
 Texas,Scurry County,"16,942","16,837","16,269","16,212"
 Texas,Shackelford County,"3,110","3,191","3,212","3,229"
 Texas,Shelby County,"23,924","23,984","24,061","24,179"
 Texas,Sherman County,"2,789","2,789","2,778","2,678"
 Texas,Smith County,"234,199","237,182","241,995","245,209"
 Texas,Somervell County,"9,205","9,477","9,797","9,888"
 Texas,Starr County,"65,867","65,858","65,653","65,934"
 Texas,Stephens County,"9,093","9,433","9,377","9,343"
 Texas,Sterling County,"1,382","1,380","1,426","1,397"
 Texas,Stonewall County,"1,243","1,211","1,218","1,218"
 Texas,Sutton County,"3,356","3,291","3,232","3,221"
 Texas,Swisher County,"6,946","7,007","6,959","6,955"
 Texas,Tarrant County,"2,115,840","2,129,695","2,155,646","2,182,947"
 Texas,Taylor County,"143,454","143,922","145,147","146,836"
 Texas,Terrell County,750,721,688,687
 Texas,Terry County,"11,793","11,714","11,444","11,547"
 Texas,Throckmorton County,"1,451","1,503","1,539","1,526"
 Texas,Titus County,"31,291","31,260","31,237","31,357"
 Texas,Tom Green County,"120,195","119,231","118,913","119,057"
 Texas,Travis County,"1,296,613","1,308,868","1,327,550","1,334,961"
 Texas,Trinity County,"13,634","13,832","13,993","14,228"
 Texas,Tyler County,"19,810","19,898","20,411","20,382"
 Texas,Upshur County,"41,046","41,835","42,454","43,281"
 Texas,Upton County,"3,299","3,233","3,146","3,109"
 Texas,Uvalde County,"24,571","24,803","24,890","24,960"
 Texas,Val Verde County,"47,605","47,533","47,617","47,720"
 Texas,Van Zandt County,"59,758","61,253","62,888","64,000"
 Texas,Victoria County,"91,311","90,896","91,074","91,664"
 Texas,Walker County,"76,553","78,348","79,678","81,268"
 Texas,Waller County,"57,285","59,419","61,852","63,553"
 Texas,Ward County,"11,674","11,081","10,948","10,966"
 Texas,Washington County,"35,804","35,947","36,368","37,007"
 Texas,Webb County,"267,363","267,400","267,619","269,148"
 Texas,Wharton County,"41,564","41,652","41,740","41,739"
 Texas,Wheeler County,"4,977","4,886","4,787","4,804"
 Texas,Wichita County,"129,620","130,073","130,220","130,180"
 Texas,Wilbarger County,"12,842","12,703","12,535","12,522"
 Texas,Willacy County,"20,148","20,292","20,254","20,037"
 Texas,Williamson County,"615,552","644,595","672,273","697,191"
 Texas,Wilson County,"50,052","51,307","52,754","54,183"
 Texas,Winkler County,"7,754","7,382","7,300","7,414"
 Texas,Wise County,"68,947","71,871","74,897","78,097"
 Texas,Wood County,"45,037","46,076","46,930","47,921"
 Texas,Yoakum County,"7,675","7,563","7,484","7,468"
 Texas,Young County,"17,849","17,943","18,012","18,124"
 Texas,Zapata County,"13,875","13,875","13,838","13,736"
 Texas,Zavala County,"9,661","9,473","9,384","9,312"
 Utah,Beaver County,"7,083","7,213","7,317","7,233"
 Utah,Box Elder County,"57,946","59,685","61,523","62,684"
 Utah,Cache County,"133,631","137,458","140,145","142,393"
 Utah,Carbon County,"20,487","20,360","20,540","20,609"
 Utah,Daggett County,952,982,"1,015",992
 Utah,Davis County,"363,771","367,504","369,887","373,207"
 Utah,Duchesne County,"19,620","19,792","20,142","20,477"
 Utah,Emery County,"9,847","9,965","10,093","10,144"
 Utah,Garfield County,"5,103","5,126","5,258","5,314"
 Utah,Grand County,"9,674","9,671","9,771","9,706"
 Utah,Iron County,"57,713","60,520","62,508","64,211"
 Utah,Juab County,"11,819","12,205","12,586","13,023"
 Utah,Kane County,"7,693","7,985","8,203","8,425"
 Utah,Millard County,"13,060","13,192","13,343","13,437"
 Utah,Morgan County,"12,382","12,662","12,837","13,000"
 Utah,Piute County,"1,440","1,492","1,493","1,550"
 Utah,Rich County,"2,505","2,600","2,649","2,670"
 Utah,Salt Lake County,"1,186,983","1,186,312","1,186,569","1,185,813"
 Utah,San Juan County,"14,521","14,498","14,406","14,358"
 Utah,Sanpete County,"28,526","29,124","29,691","30,277"
 Utah,Sevier County,"21,554","21,894","22,043","22,344"
 Utah,Summit County,"42,489","43,179","43,045","42,759"
 Utah,Tooele County,"73,355","76,775","79,955","82,051"
 Utah,Uintah County,"35,672","36,229","37,104","37,747"
 Utah,Utah County,"663,595","685,973","702,692","719,174"
 Utah,Wasatch County,"35,055","36,246","36,597","37,144"
 Utah,Washington County,"182,015","191,513","197,730","202,452"
 Utah,Wayne County,"2,503","2,560","2,634","2,614"
 Utah,Weber County,"262,988","266,569","269,460","271,926"
 Vermont,Addison County,"37,355","37,408","37,555","37,720"
 Vermont,Bennington County,"37,301","37,431","37,343","37,183"
 Vermont,Caledonia County,"30,182","30,457","30,587","30,610"
 Vermont,Chittenden County,"168,395","169,338","169,357","169,481"
 Vermont,Essex County,"5,920","5,970","5,997","6,010"
 Vermont,Franklin County,"50,046","50,430","50,719","50,994"
 Vermont,Grand Isle County,"7,276","7,428","7,490","7,467"
 Vermont,Lamoille County,"25,924","26,149","26,103","26,060"
 Vermont,Orange County,"29,295","29,630","29,880","29,943"
 Vermont,Orleans County,"27,403","27,591","27,562","27,516"
 Vermont,Rutland County,"60,484","60,728","60,353","60,271"
 Vermont,Washington County,"59,757","60,033","60,115","60,142"
 Vermont,Windham County,"45,860","46,150","45,899","45,966"
 Vermont,Windsor County,"57,738","58,350","58,150","58,101"
 Virginia,Accomack County,"33,392","33,410","33,223","33,239"
 Virginia,Albemarle County,"112,510","113,882","114,845","115,676"
 Virginia,Alleghany County,"15,180","14,988","14,715","14,595"
 Virginia,Amelia County,"13,267","13,306","13,368","13,480"
 Virginia,Amherst County,"31,312","31,385","31,472","31,396"
 Virginia,Appomattox County,"16,154","16,398","16,703","16,864"
 Virginia,Arlington County,"238,814","233,436","233,678","234,162"
 Virginia,Augusta County,"77,574","77,764","77,939","78,247"
 Virginia,Bath County,"4,185","4,090","4,061","4,051"
 Virginia,Bedford County,"79,559","80,242","80,741","81,525"
 Virginia,Bland County,"6,256","6,177","6,138","6,179"
 Virginia,Botetourt County,"33,643","33,998","34,100","34,125"
 Virginia,Brunswick County,"15,822","15,959","15,831","15,749"
 Virginia,Buchanan County,"20,245","19,876","19,383","19,087"
 Virginia,Buckingham County,"16,828","16,950","16,988","16,978"
 Virginia,Campbell County,"55,639","55,344","55,065","55,270"
 Virginia,Caroline County,"30,921","31,405","31,940","32,640"
 Virginia,Carroll County,"29,148","29,098","29,118","29,239"
 Virginia,Charles City County,"6,746","6,608","6,568","6,610"
 Virginia,Charlotte County,"11,542","11,499","11,400","11,336"
 Virginia,Chesterfield County,"365,311","370,931","378,290","383,876"
 Virginia,Clarke County,"14,814","14,940","15,331","15,466"
 Virginia,Craig County,"4,875","4,886","4,858","4,843"
 Virginia,Culpeper County,"52,768","53,772","54,290","54,973"
 Virginia,Cumberland County,"9,666","9,703","9,751","9,878"
 Virginia,Dickenson County,"14,074","13,860","13,733","13,640"
 Virginia,Dinwiddie County,"27,891","27,997","28,099","28,343"
 Virginia,Essex County,"10,598","10,571","10,630","10,598"
 Virginia,Fairfax County,"1,148,627","1,142,203","1,139,309","1,141,878"
 Virginia,Fauquier County,"73,006","74,055","74,677","75,165"
 Virginia,Floyd County,"15,470","15,510","15,623","15,679"
 Virginia,Fluvanna County,"27,294","27,797","28,117","28,462"
 Virginia,Franklin County,"54,482","55,017","55,079","55,549"
 Virginia,Frederick County,"91,870","93,959","94,808","95,994"
 Virginia,Giles County,"16,786","16,572","16,432","16,457"
 Virginia,Gloucester County,"38,722","39,174","39,550","40,057"
 Virginia,Goochland County,"24,855","25,529","26,162","27,197"
 Virginia,Grayson County,"15,281","15,344","15,325","15,285"
 Virginia,Greene County,"20,607","21,004","21,015","21,301"
 Virginia,Greensville County,"11,386","11,413","11,204","11,133"
 Virginia,Halifax County,"33,926","33,777","33,620","33,432"
 Virginia,Hanover County,"110,202","111,783","112,860","114,148"
 Virginia,Henrico County,"334,905","334,422","334,553","334,760"
